Monetary,Frequency,Recency,monetary_score,frequency_score,recency_score,rfm_score,cust_no
400031.56,3.0,14,4,4,3,11,0xb2d95e40d
1791.68,1.0,10,1,2,3,6,0xb2d6c189d
268386.26,4.0,48,3,4,2,9,0xb2d22035d
5902.4,1.0,1,2,2,4,8,0xb2d6751cd
1990065.31,2.0,92,4,3,1,8,0xb2d4f5d3
100001.9,3.0,48,3,4,2,9,0xb2d6ff99d
482.76,1.0,10,1,2,3,6,0xb2d33402d
78469.88,2.0,63,3,3,2,8,0xb2d9a493
18658.17,1.0,3,2,2,4,8,0xb2d2b5d9d
151.92,1.0,34,1,2,2,5,0xb2d5521dd
1180863.9,13.0,0,4,4,4,12,0xb2d24f08d
665.8,1.0,89,1,2,1,4,0xb2d28a98
24348.8,1.0,1,2,2,4,8,0xb2d3fb2dd
43027.38,3.0,18,2,4,2,8,0xb2d32f2e
200054.68,6.0,4,3,4,4,11,0xb2d5a96bd
11540.14,1.0,190,2,2,1,5,0xb2d2ab52d
899463.5,6.0,1,4,4,4,12,0xb2d594fcd
9111.93,1.0,0,2,2,4,8,0xb2d0d7c9
616551.0,4.0,9,4,4,3,11,0xb2d6a732
17656.16,1.0,0,2,2,4,8,0xb2d319e0
5265.05,1.0,0,2,2,4,8,0xb2d36238
116870.41,3.0,1,3,4,4,11,0xb2d0dc24d
500125.4,2.0,181,4,3,1,8,0xb2d407f3
67.37,1.0,7,1,2,3,6,0xb2d21d48d
10945.01,2.0,6,2,3,3,8,0xb2d5ff94d
25134.39,1.0,1,2,2,4,8,0xb2d6ea12
125001.11,4.0,87,3,4,1,8,0xb2d55bded
581.7,6.0,6,1,4,3,8,0xb2d10e1fd
4100.35,2.0,92,2,3,1,6,0xb2d61a5cd
243.04,1.0,7,1,2,3,6,0xb2d42e30
1381.32,1.0,22,1,2,2,5,0xb2d476c4d
1749.31,1.0,108,1,2,1,4,0xb2d58be2
45124.59,3.0,6,2,4,3,9,0xb2d17b23d
350222.83,5.0,3,4,4,4,12,0xb2d10efbd
53.37,1.0,13,1,2,3,6,0xb2d2457fd
202007.5,2.0,0,3,3,4,10,0xb2d6c09a
2351.59,1.0,184,1,2,1,4,0xb2d3eb19
1716.45,2.0,92,1,3,1,5,0xb2d07447d
70694.81,3.0,60,3,4,2,9,0xb2d12c32
335475.41,3.0,56,4,4,2,10,0xb2d42196d
1089.55,1.0,14,1,2,3,6,0xb2d20185
200000.0,2.0,9,3,3,3,9,0xb2d9cfdb
714.32,1.0,7,1,2,3,6,0xb2d8d6ad
1027541.73,8.0,1,4,4,4,12,0x3b9b3d2fd
250000.95,3.0,6,3,4,3,10,0xb2d9604ad
6923.18,1.0,0,2,2,4,8,0xb2d4419bd
25.65,3.0,0,1,4,4,9,0xb2d3834ed
60585.45,2.0,25,3,3,2,8,0xb2d2a87dd
120501.48,8.0,83,3,4,1,8,0xb2d651b9
27.22,1.0,63,1,2,2,5,0xb2d85c7fd
200245.06,4.0,48,3,4,2,9,0x3b9b2e44d
308781.69,6.0,60,4,4,2,10,0xb2d46ddbd
850077.06,6.0,11,4,4,3,11,0xb2d69cded
500010.58,2.0,92,4,3,1,8,0xb2d656f7d
377828.05,3.0,87,4,4,1,9,0xb2d24c33d
1451331.29,10.0,1,4,4,4,12,0xb2d1e4aad
150044.16,5.0,4,3,4,4,11,0xb2d64545
270078.83,6.0,8,3,4,3,10,0xb2d91d76
1091.51,1.0,92,1,2,1,4,0xb2d31d0cd
51043.54,1.0,0,2,2,4,8,0xb2d16ec8d
1825123.52,8.0,47,4,4,2,10,0xb2d27ffbd
460065.89,2.0,19,4,3,2,9,0xb2d5be57d
394250.03,5.0,16,4,4,2,10,0xb2d69b27d
3234.51,1.0,0,2,2,4,8,0xb2d5c58f
3181.89,1.0,184,2,2,1,5,0xb2d285d5d
100043.56,3.0,95,3,4,1,8,0xb2d21965
2408.65,1.0,6,1,2,3,6,0xb2d27831d
405628.62,5.0,31,4,4,2,10,0x3b9b311c
308828.98,1.0,110,4,2,1,7,0xb2d50252d
417617.9,7.0,1,4,4,4,12,0xb2d0b355
388779.32,2.0,7,4,3,3,10,0x3b9b37cfd
0.0,2.0,6,1,3,3,7,0xb2d21314
85.91,1.0,21,1,2,2,5,0xb2d94242d
431454.76,9.0,3,4,4,4,12,0xb2d168ced
100003.17,2.0,49,3,3,2,8,0xb2d9d574
50002.11,2.0,231,2,3,1,6,0xb2d6ec78
2007.28,1.0,92,1,2,1,4,0xb2d27f2ed
390088.0,5.0,0,4,4,4,12,0xb2d56759d
400834.08,2.0,11,4,3,3,10,0xb2d2aa28d
40001.26,3.0,11,2,4,3,9,0xb2d95ca3
98163.02,2.0,18,3,3,2,8,0xb2d270c3
4525.99,1.0,0,2,2,4,8,0xb2d488ecd
10924.22,1.0,1,2,2,4,8,0xb2d8ce6ed
1126.13,1.0,38,1,2,2,5,0xb2d59c8f
100111.98,1.0,196,3,2,1,6,0xb2d6c609d
62456.66,2.0,10,3,3,3,9,0xb2d3eb62d
111856.19,3.0,27,3,4,2,9,0xb2d5c225d
385005.7,4.0,32,4,4,2,10,0xb2d094b3d
750015.31,3.0,5,4,4,3,11,0xb2d8ed04d
352003.72,2.0,76,4,3,1,8,0xb2d8de09
305095.19,3.0,200,4,4,1,9,0xb2d588fad
100051.85,3.0,1,3,4,4,11,0xb2d155c7d
250001.06,3.0,6,3,4,3,10,0xb2da4c96
111.63,1.0,0,1,2,4,7,0xb2d61b05
55853.4,3.0,18,3,4,2,9,0xb2d2a1f2d
1217.8,1.0,92,1,2,1,4,0xb2d26d5dd
11527.77,1.0,2,2,2,4,8,0xb2d1bc4fd
270016.61,5.0,24,3,4,2,9,0xb2d3a930
3176.77,1.0,168,2,2,1,5,0xb2d58727
700000.0,3.0,0,4,4,4,12,0xb2da0f56
1200073.26,4.0,0,4,4,4,12,0xb2d9e870
500000.0,2.0,11,4,3,3,10,0xb2d967b9d
261022.76,8.0,0,3,4,4,11,0xb2d5302cd
318.04,1.0,74,1,2,1,4,0xb2d212f5d
2097.4,1.0,4,1,2,4,7,0xb2d4fcf7d
501121.15,7.0,10,4,4,3,11,0xb2d1a9df
210004.22,5.0,38,3,4,2,9,0xb2d080eb
330031.45,4.0,77,4,4,1,9,0xb2d15d33d
1000000.73,3.0,0,4,4,4,12,0xb2d54987d
3004.92,1.0,92,2,2,1,5,0xb2d4f03ad
38139.16,4.0,54,2,4,2,8,0xb2d6eb90d
200254.11,4.0,1,3,4,4,11,0xb2d580dfd
4683.11,1.0,92,2,2,1,5,0xb2d61998d
102203.85,5.0,184,3,4,1,8,0x3b9b4911d
600316.69,4.0,11,4,4,3,11,0xb2d8d78a
89.73,1.0,6,1,2,3,6,0xb2d32039d
350098.03,2.0,3,4,3,4,11,0xb2da0345
2518.6,1.0,165,1,2,1,4,0xb2d591c4
30401.35,4.0,118,2,4,1,7,0x3b9b48f9
10165.93,1.0,4,2,2,4,8,0xb2d6aa12d
135079.57,2.0,6,3,3,3,9,0xb2d5990ed
533327.28,2.0,18,4,3,2,9,0xb2d35268d
453251.76,7.0,0,4,4,4,12,0xb2d49540d
150001.59,3.0,31,3,4,2,9,0xb2d9325b
1000000.97,2.0,8,4,3,3,10,0xb2d23cf7
200000.0,2.0,4,3,3,4,10,0xb2d93320d
96989.56,2.0,118,3,3,1,7,0xb2d3d67fd
293107.76,2.0,101,3,3,1,7,0xb2d6d152
604.1,1.0,4,1,2,4,7,0xb2d1c1d4
95.2,1.0,13,1,2,3,6,0xb2d90cd0
2921.3,1.0,92,2,2,1,5,0xb2d1f945
1158.92,1.0,298,1,2,1,4,0xb2d617efd
400000.0,3.0,3,4,4,4,12,0xb2d8915f
0.42,6.0,18,1,4,2,7,0xb2d5c615
978.54,1.0,0,1,2,4,7,0xb2d600dcd
148.03,1.0,157,1,2,1,4,0xb2d60d2cd
340014.18,3.0,90,4,4,1,9,0xb2d41a9fd
60002.43,6.0,80,3,4,1,8,0xb2d63460d
704262.39,3.0,5,4,4,3,11,0xb2d10790
140481.11,3.0,74,3,4,1,8,0xb2d369afd
20360.0,1.0,184,2,2,1,5,0x3b9ad6cbd
20009.08,2.0,171,2,3,1,6,0xb2d5fbecd
1010031.44,15.0,14,4,4,3,11,0xb2d11492d
1.3,1.0,47,1,2,2,5,0xb2d29794
500807.56,3.0,10,4,4,3,11,0xb2d6d01bd
150005.28,4.0,10,3,4,3,10,0xb2d8fe2fd
200034.11,2.0,10,3,3,3,9,0xb2d3f114
102456.1,1.0,0,3,2,4,9,0xb2d34313d
737.85,1.0,0,1,2,4,7,0xb2d1ab3d
258373.5,2.0,56,3,3,2,8,0xb2d5c566d
4149.4,2.0,5,2,3,3,8,0xb2d98d20
8178.3,1.0,6,2,2,3,7,0xb2d92881d
10062.33,1.0,92,2,2,1,5,0xb2d3504e
111.88,1.0,1,1,2,4,7,0xb2d1ab47
207627.52,2.0,2,3,3,4,10,0xb2d45358
18958.42,1.0,1,2,2,4,8,0xb2d1317ad
21835.24,1.0,15,2,2,3,7,0xb2d6476b
118317.46,7.0,1,3,4,4,11,0xb2d6824c
1457297.25,3.0,7,4,4,3,11,0xb2d921aed
23970.2,1.0,10,2,2,3,7,0xb2d62d39d
168000.0,2.0,6,3,3,3,9,0xb2d96e90d
10100.54,2.0,9,2,3,3,8,0xb2d958de
11956.43,1.0,14,2,2,3,7,0xb2d78cebd
200008.44,2.0,55,3,3,2,8,0xb2d59c51
21218.17,1.0,0,2,2,4,8,0xb2d0e641d
52647.2,2.0,13,3,3,3,9,0xb2d4be07d
9345.3,1.0,92,2,2,1,5,0xb2d4d62d
91277.78,1.0,2,3,2,4,9,0xb2d5b9aad
440098.04,4.0,19,4,4,2,10,0xb2d92188d
2062.8,1.0,41,1,2,2,5,0xb2d5943c
51515.37,1.0,81,2,2,1,5,0xb2d265d5d
3001.38,1.0,92,2,2,1,5,0xb2d11de3d
407009.73,6.0,4,4,4,4,12,0xb2d11431
479814.86,9.0,0,4,4,4,12,0xb2d2267cd
524864.8,7.0,7,4,4,3,11,0xb2d5aa4fd
215277.15,3.0,53,3,4,2,9,0xb2d1db5f
10121.54,3.0,184,2,4,1,7,0xb2d18361d
30257.85,8.0,4,2,4,4,10,0xb2d0b6b8
11905.52,1.0,34,2,2,2,6,0xb2d9ddcb
12199.02,2.0,118,2,3,1,6,0xb2d63715d
3523.42,1.0,0,2,2,4,8,0xb2d6b279d
500115.86,2.0,25,4,3,2,9,0xb2d6940bd
400207.4,6.0,1,4,4,4,12,0xb2d5c794d
10172.79,1.0,13,2,2,3,7,0xb2d63f7ad
128159.45,2.0,0,3,3,4,10,0xb2d8236c
40424.74,4.0,111,2,4,1,7,0xb2d557e7d
0.0,1.0,8,1,2,3,6,0xb2d32010d
150001.58,2.0,35,3,3,2,8,0xb2d9d863
12444.31,1.0,0,2,2,4,8,0xb2d27958d
1606196.13,5.0,0,4,4,4,12,0xb2d23ca4
20007.1,3.0,47,2,4,2,8,0xb2d5748d
17.63,1.0,31,1,2,2,5,0xb2d9f71c
14120.82,1.0,184,2,2,1,5,0xb2d2dd0bd
1315.68,1.0,126,1,2,1,4,0xb2d92781
200053.37,3.0,0,3,4,4,11,0xb2d8f0e1
40357.93,2.0,14,2,3,3,8,0xb2d24e45
84628.61,3.0,11,3,4,3,10,0xb2d11c74d
26962.6,1.0,10,2,2,3,7,0xb2d6508cd
1200048.35,8.0,18,4,4,2,10,0xb2d211f4
350014.77,3.0,49,4,4,2,10,0xb2d8f4b3d
393440.44,2.0,35,4,3,2,9,0xb2d0737dd
250000.57,4.0,8,3,4,3,10,0xb2d407edd
135011.6,2.0,73,3,3,1,7,0xb2d1bf27d
220000.03,4.0,4,3,4,4,11,0xb2d68438d
10.5,2.0,21,1,3,2,6,0xb2d653fad
140027.21,3.0,80,3,4,1,8,0xb2d69313
301857.16,4.0,3,4,4,4,12,0xb2d2377ad
100000.0,2.0,0,3,3,4,10,0xb2d92b22d
70699.54,1.0,14,3,2,3,8,0xb2d6853ed
280000.0,9.0,1,3,4,4,11,0xb2d53d1bd
1.89,1.0,88,1,2,1,4,0xb2d2064f
1494078.02,9.0,14,4,4,3,11,0xb2d288d0
500179.07,3.0,0,4,4,4,12,0xb2d9dd62
69500.0,1.0,5,3,2,3,8,0xb2d280e0d
110004.64,2.0,97,3,3,1,7,0xb2d63eddd
1000039.8,8.0,23,4,4,2,10,0xb2d51169
765453.52,5.0,101,4,4,1,9,0x3b9b3b77
178975.57,3.0,8,3,4,3,10,0xb2d38c8d
34597.4,2.0,9,2,3,3,8,0xb2da01e0
169552.69,3.0,39,3,4,2,9,0xb2d5edcdd
350000.0,3.0,1,4,4,4,12,0xb2d1e293d
5116.75,1.0,0,2,2,4,8,0xb2d700a2d
3594.22,1.0,1,2,2,4,8,0xb2d98a83
373727.97,4.0,3,4,4,4,12,0xb2d38a8c
1000053.14,2.0,4,4,3,4,11,0xb2d931fc
210071.1,3.0,101,3,4,1,8,0xb2d1a6ebd
4.23,1.0,60,1,2,2,5,0xb2d8d4c3
268124.88,4.0,25,3,4,2,9,0xb2d5875dd
160099.51,2.0,134,3,3,1,7,0xb2d1ff8e
8751.31,1.0,0,2,2,4,8,0xb2d2b614d
401421.67,2.0,29,4,3,2,9,0xb2d9c2e0
1024547.87,2.0,46,4,3,2,9,0xb2d6186ed
0.82,1.0,76,1,2,1,4,0xb2d5d4a6
155094.15,2.0,92,3,3,1,7,0xb2d2821fd
2003.83,1.0,92,1,2,1,4,0xb2d1c6ded
400007.12,3.0,13,4,4,3,11,0xb2d4e6f5d
20029.0,2.0,1,2,3,4,9,0xb2d94021
11182.43,1.0,6,2,2,3,7,0xb2d7928ed
7195.08,1.0,0,2,2,4,8,0xb2d79143
0.0,1.0,7,1,2,3,6,0xb2d9497ad
250620.34,2.0,50,3,3,2,8,0xb2d25690
336267.73,2.0,59,4,3,2,9,0xb2d22578d
52758.69,1.0,42,3,2,2,7,0xb2d3bf7a
468859.44,3.0,0,4,4,4,12,0xb2d0acedd
1247.28,1.0,92,1,2,1,4,0xb2d2036dd
1579.95,1.0,43,1,2,2,5,0xb2d9bc0a
284554.87,2.0,2,3,3,4,10,0xb2d6ec3b
150037.55,5.0,0,3,4,4,11,0xb2d49210
135.16,1.0,1,1,2,4,7,0xb2d60b7a
20661.34,1.0,1,2,2,4,8,0xb2d39cadd
160040.49,2.0,83,3,3,1,7,0xb2d618e0d
5716.81,1.0,184,2,2,1,5,0xb2d2de16d
70003.48,3.0,49,3,4,2,9,0xb2d99f9a
13958.72,1.0,21,2,2,2,6,0xb2d2f320d
975062.16,9.0,0,4,4,4,12,0xb2d1de9d
774.57,2.0,14,1,3,3,7,0xb2d5fdd6
17.45,1.0,21,1,2,2,5,0xb2d23cc4d
1000016.38,2.0,6,4,3,3,10,0xb2d6134f
21182.64,2.0,46,2,3,2,7,0xb2d0d0e0d
206270.24,6.0,0,3,4,4,11,0xb2d09655d
3361.08,1.0,215,2,2,1,5,0xb2d37a84d
1499.48,1.0,0,1,2,4,7,0xb2d55d3d
1360417.03,3.0,0,4,4,4,12,0xb2d5ce44
460.27,1.0,2,1,2,4,7,0xb2d3b601
1020034.5,6.0,0,4,4,4,12,0xb2d5bb97d
42.48,1.0,36,1,2,2,5,0xb2d6d9ead
13.97,1.0,11,1,2,3,6,0xb2d0dfd1
10100.64,1.0,16,2,2,2,6,0xb2da335d
2918.27,1.0,15,2,2,3,7,0xb2d8d4ded
1400.37,1.0,0,1,2,4,7,0xb2d3e4a9
19.08,1.0,1,1,2,4,7,0xb2d34527
78.72,1.0,1,1,2,4,7,0xb2d4364a
15309.28,1.0,1,2,2,4,8,0xb2d53da6
640147.23,6.0,22,4,4,2,10,0xb2d1bb9dd
5290.62,1.0,184,2,2,1,5,0xb2d12714d
407.44,1.0,9,1,2,3,6,0xb2d2f8db
528343.22,2.0,199,4,3,1,8,0xb2d57711d
121894.14,2.0,5,3,3,3,9,0xb2d0cd7dd
5066.35,1.0,184,2,2,1,5,0xb2d2aaab
21.63,1.0,27,1,2,2,5,0xb2d98eb2
2.56,1.0,111,1,2,1,4,0xb2d49358d
161208.9,8.0,0,3,4,4,11,0x3b9ad6b8
117117.55,3.0,1,3,4,4,11,0xb2d592cbd
5117.21,1.0,11,2,2,3,7,0xb2d4c059d
120001.37,2.0,3,3,3,4,10,0xb2d956a4
313.9,1.0,10,1,2,3,6,0xb2d3b603
400068.22,5.0,2,4,4,4,12,0xb2d6843c
10245.9,1.0,182,2,2,1,5,0xb2d0ad32
1706.12,1.0,9,1,2,3,6,0xb2d4a53f
600000.0,3.0,4,4,4,4,12,0xb2d60f41
1151096.16,6.0,0,4,4,4,12,0xb2d25b4bd
826068.59,2.0,0,4,3,4,11,0xb2d2c322
2.77,1.0,67,1,2,1,4,0xb2d41846
330095.5,2.0,12,4,3,3,10,0xb2d10a2c
28240.7,1.0,21,2,2,2,6,0xb2d60aa1
1688.15,1.0,5,1,2,3,6,0xb2d790d1
112213.82,2.0,10,3,3,3,9,0xb2d1346ad
1691127.47,6.0,8,4,4,3,11,0xb2d104cb
140041.09,3.0,8,3,4,3,10,0xb2d261d9d
96537.72,1.0,0,3,2,4,9,0xb2d36dd3
50597.46,2.0,154,2,3,1,6,0xb2d6c35ed
800628.29,7.0,15,4,4,3,11,0xb2d255b4d
32082.81,1.0,0,2,2,4,8,0xb2d6b746d
227618.5,3.0,0,3,4,4,11,0xb2d1b8c2
6258859.64,1.0,7,4,2,3,9,0xb2d37b3ad
2014222.76,5.0,68,4,4,1,9,0xb2d0b351
200085.35,2.0,1,3,3,4,10,0xb2d6e089
18016.8,1.0,27,2,2,2,6,0xb2d6b6c8d
456676.04,4.0,70,4,4,1,9,0xb2d0c42cd
464619.72,4.0,167,4,4,1,9,0xb2d426dd
300092.06,3.0,5,3,4,3,10,0xb2d65c31
24.26,3.0,3,1,4,4,9,0xb2d8c6b3
8393.11,1.0,3,2,2,4,8,0xb2d3455ed
53430.47,3.0,5,3,4,3,10,0x3b9b1804d
7995.24,1.0,5,2,2,3,7,0xb2d23ec9
1853.96,1.0,17,1,2,2,5,0xb2d8e53c
2151431.31,11.0,8,4,4,3,11,0xb2d4f521
40001.69,2.0,28,2,3,2,7,0xb2da0778
5253.19,1.0,8,2,2,3,7,0xb2d26a26
523011.71,4.0,11,4,4,3,11,0xb2d2e1aed
1220.48,1.0,61,1,2,2,5,0xb2d69235
2805.08,1.0,0,1,2,4,7,0xb2d39bfbd
1830.16,1.0,92,1,2,1,4,0xb2d19f6ad
2030.04,2.0,53,1,3,2,6,0xb2d8f4b7d
408563.63,3.0,2,4,4,4,12,0xb2d5f85ed
18.6,1.0,112,1,2,1,4,0xb2d94d44d
49.73,1.0,7,1,2,3,6,0xb2d2fcb0d
500000.0,2.0,4,4,3,4,11,0xb2d97b3dd
230000.0,3.0,63,3,4,2,9,0xb2d3fb84
109523.6,1.0,4,3,2,4,9,0xb2d282ba
93868.37,2.0,116,3,3,1,7,0xb2d4cb86
3809.7,2.0,184,2,3,1,6,0x3b9b29fed
1569119.27,3.0,29,4,4,2,10,0xb2d6a893d
410055.34,2.0,22,4,3,2,9,0xb2d70084d
480019.18,8.0,42,4,4,2,10,0xb2d18696d
338035.25,3.0,22,4,4,2,10,0xb2d4270fd
80000.84,2.0,83,3,3,1,7,0xb2d8d042d
100004.75,2.0,90,3,3,1,7,0xb2d87ff5d
440013.73,5.0,18,4,4,2,10,0xb2d186c5d
4843.12,1.0,9,2,2,3,7,0xb2d479a6d
6308.61,1.0,18,2,2,2,6,0xb2d31212d
2928.99,1.0,1,2,2,4,8,0xb2d59753d
558865.79,36.0,4,4,4,4,12,0xb2d0634dd
253008.56,4.0,122,3,4,1,8,0xb2d289a6d
50022.2,2.0,55,2,3,2,7,0xb2d5e0fed
204399.11,2.0,31,3,3,2,8,0xb2d34f78d
958297.66,4.0,59,4,4,2,10,0xb2d0722a
201431.58,2.0,5,3,3,3,9,0xb2d87976d
360262.76,3.0,45,4,4,2,10,0xb2d12a25
20008.23,2.0,66,2,3,2,7,0xb2d5d6e5d
5076.51,1.0,0,2,2,4,8,0xb2d2d6abd
150001.58,2.0,27,3,3,2,8,0xb2d94140
120511.06,2.0,27,3,3,2,8,0xb2d0dabc
500069.12,3.0,20,4,4,2,10,0xb2d68bd9
9413.83,1.0,2,2,2,4,8,0xb2d12ce3
779.64,1.0,37,1,2,2,5,0xb2d426b3
100007.66,2.0,139,3,3,1,7,0xb2d616c1d
285068.07,6.0,26,3,4,2,9,0xb2d4423dd
1131.31,1.0,22,1,2,2,5,0xb2d2007cd
219083.11,2.0,76,3,3,1,7,0xb2d2850cd
210048.92,2.0,41,3,3,2,8,0xb2d3b8a4
133489.58,4.0,8,3,4,3,10,0xb2d5a103
4575.18,4.0,92,2,4,1,7,0x3b9b37ead
120919.7,2.0,147,3,3,1,7,0xb2d3d94ed
314167.23,2.0,15,4,3,3,10,0xb2d56c20d
18.63,1.0,116,1,2,1,4,0xb2d21556d
210058.76,4.0,110,3,4,1,8,0xb2d67de2d
507107.76,3.0,134,4,4,1,9,0xb2d923f8
3300000.86,9.0,3,4,4,4,12,0x3b9acd0cd
3751.07,1.0,1,2,2,4,8,0xb2d4a246d
29.17,1.0,60,1,2,2,5,0xb2d9379a
2247.81,1.0,92,1,2,1,4,0x3b9b2477
276087.02,7.0,2,3,4,4,11,0xb2d97318d
300004.22,3.0,12,3,4,3,10,0xb2d7c6c0d
1024378.16,6.0,0,4,4,4,12,0xb2d59924d
500133.32,2.0,24,4,3,2,9,0xb2d6accdd
291.81,1.0,32,1,2,2,5,0xb2d5bf7c
7387.02,1.0,6,2,2,3,7,0xb2d38b35d
31.43,1.0,82,1,2,1,4,0xb2d133c1
48.65,1.0,4,1,2,4,7,0xb2d1d20dd
594.99,1.0,0,1,2,4,7,0x3b9b2f47
1670.36,1.0,30,1,2,2,5,0xb2d34669
2390102.99,3.0,97,4,4,1,9,0xb2d909ded
53.41,1.0,13,1,2,3,6,0xb2d3b7f2
233835.92,2.0,136,3,3,1,7,0xb2d5868bd
819.1,1.0,0,1,2,4,7,0xb2d0c444d
1183.4,4.0,184,1,4,1,6,0xb2d366e7d
609866.77,4.0,0,4,4,4,12,0xb2d6c18a
510695.42,2.0,6,4,3,3,10,0xb2d5e25b
80001.69,2.0,80,3,3,1,7,0xb2d8d517d
208243.86,2.0,108,3,3,1,7,0xb2d5d3b1d
160076.36,3.0,116,3,4,1,8,0xb2d569c8d
50001.58,2.0,18,2,3,2,7,0xb2d8b166
180754.06,5.0,45,3,4,2,9,0xb2d075cf
28.07,1.0,0,1,2,4,7,0xb2d6bd15
8438.4,1.0,6,2,2,3,7,0xb2d46dbbd
202129.73,2.0,26,3,3,2,8,0xb2d975e2
5166.93,1.0,0,2,2,4,8,0xb2d0ef98
1824.66,1.0,8,1,2,3,6,0xb2d69230d
300000.0,2.0,7,3,3,3,9,0xb2da54e3
6268.49,1.0,184,2,2,1,5,0xb2d283b7d
543093.16,7.0,6,4,4,3,11,0xb2d63d9cd
162.02,1.0,2,1,2,4,7,0xb2d42c99
837999.95,5.0,3,4,4,4,12,0xb2d10fb6d
400066.13,2.0,19,4,3,2,9,0xb2d1d988
10004.71,2.0,32,2,3,2,7,0xb2d9ff81
787.59,1.0,0,1,2,4,7,0xb2d33c95
119.08,2.0,13,1,3,3,7,0xb2d10ccfd
90029.03,2.0,63,3,3,2,8,0xb2d40c55d
6403.37,1.0,24,2,2,2,6,0xb2d62f3b
73637.95,2.0,118,3,3,1,7,0xb2d62d6e
302481.0,1.0,0,4,2,4,10,0xb2da54e0
637.24,1.0,10,1,2,3,6,0xb2d316ba
317178.23,2.0,0,4,3,4,11,0xb2d34ec9d
100905.87,3.0,164,3,4,1,8,0xb2d5bfd4d
1370.2,1.0,9,1,2,3,6,0xb2d1bc8dd
801808.97,4.0,13,4,4,3,11,0xb2d8ebe3
159.77,1.0,0,1,2,4,7,0xb2d6b346
57.69,1.0,1,1,2,4,7,0xb2d67ecc
20000.21,2.0,92,2,3,1,6,0xb2d97fd7
171.22,1.0,10,1,2,3,6,0xb2d2dcf3
692013.47,4.0,1,4,4,4,12,0xb2d58137
2047156.64,8.0,24,4,4,2,10,0xb2d2224b
39601.33,4.0,0,2,4,4,10,0xb2d0e2bdd
1850.97,1.0,92,1,2,1,4,0xb2d291bb
43.49,1.0,184,1,2,1,4,0xb2d2722ed
6275.22,2.0,0,2,3,4,9,0xb2d0ec09
7258.26,1.0,9,2,2,3,7,0xb2d31efa
500.31,1.0,0,1,2,4,7,0xb2d14903
500007.76,3.0,12,4,4,3,11,0xb2d7ecc0
4184.14,1.0,0,2,2,4,8,0xb2d261b0d
361.91,1.0,0,1,2,4,7,0xb2d1fa75
984816.23,8.0,13,4,4,3,11,0xb2d1bed7d
23.34,1.0,26,1,2,2,5,0xb2d46b4f
1073.22,1.0,3,1,2,4,7,0xb2d20648
3307.17,1.0,3,2,2,4,8,0xb2d558d5
901180.54,3.0,20,4,4,2,10,0xb2d3c9e9d
690026.04,8.0,42,4,4,2,10,0xb2d176f8d
238144.39,1.0,9,3,2,3,8,0xb2d5ab47
107.98,1.0,23,1,2,2,5,0xb2d1fa31d
5490000.0,26.0,1,4,4,4,12,0xb2d09368d
394506.9,6.0,0,4,4,4,12,0xb2d08489d
17466.03,1.0,21,2,2,2,6,0xb2d963c3
202315.12,2.0,13,3,3,3,9,0xb2d11b80d
40824.73,3.0,104,2,4,1,7,0xb2d56f95d
80097.69,2.0,0,3,3,4,10,0xb2d1a3a9d
210459.1,3.0,77,3,4,1,8,0xb2d3d4cbd
510.29,1.0,10,1,2,3,6,0xb2d690d1
801651.71,11.0,0,4,4,4,12,0x3b9af23f
56723.49,1.0,24,3,2,2,7,0xb2d13a48
150209.38,2.0,208,3,3,1,7,0xb2d46349d
100002.11,2.0,80,3,3,1,7,0xb2d8d543
92000.0,1.0,0,3,2,4,9,0xb2d97200
350000.0,2.0,12,4,3,3,10,0xb2d8e848
14149.99,1.0,10,2,2,3,7,0xb2d5cf77
520008.55,6.0,14,4,4,3,11,0xb2d62514
11900.17,1.0,11,2,2,3,7,0xb2d30ac2d
13379.0,1.0,92,2,2,1,5,0x3b9b196ad
39859.12,1.0,0,2,2,4,8,0xb2d43a62d
405285.74,2.0,18,4,3,2,9,0xb2d6533dd
97296.87,4.0,0,3,4,4,11,0x3b9b29dfd
1784.01,2.0,30,1,3,2,6,0xb2d86e89d
103413.37,1.0,1,3,2,4,9,0xb2d2f744
1771829.66,4.0,27,4,4,2,10,0xb2d93f2b
686519.97,3.0,118,4,4,1,9,0xb2d534fcd
8001.16,1.0,7,2,2,3,7,0xb2d9d042
11062.03,1.0,4,2,2,4,8,0xb2d6892c
200049.05,2.0,1,3,3,4,10,0xb2da26b9
536702.49,3.0,1,4,4,4,12,0xb2d40f29d
1842.69,1.0,12,1,2,3,6,0xb2d67d97
551895.77,5.0,21,4,4,2,10,0x3b9b124cd
77001.49,5.0,63,3,4,2,9,0xb2d10735d
115356.69,4.0,4,3,4,4,11,0x3b9b0fd2d
163540.06,3.0,108,3,4,1,8,0xb2d2d912
11399.92,1.0,9,2,2,3,7,0xb2d6b0c1
239.99,1.0,11,1,2,3,6,0xb2d560ae
918.29,1.0,9,1,2,3,6,0xb2d8ca52
12242.43,1.0,92,2,2,1,5,0xb2d0eabdd
501778.28,2.0,17,4,3,2,9,0xb2d912ee
406414.17,4.0,69,4,4,1,9,0xb2d483e5d
1502589.81,7.0,18,4,4,2,10,0xb2d22010d
187842.18,1.0,158,3,2,1,6,0xb2d3c4c7d
210469.73,2.0,153,3,3,1,7,0xb2d2ae31d
3070535.15,2.0,4,4,3,4,11,0xb2d14f90d
